afile	alang	aregister	astatus	sentlength	ppron	possdet	indef	cconj	whconj	relativ	pied	correl	copula	attrib	pasttense	lexdens	lexTTR	mquantif	mpred	finites	infs	pverbals	deverbals	bypassives	longpassives	sconj	addit	advers	caus	tempseq	epist	but	comp	sup	neg	numcls	simple	demdets	nnargs	mhd	mdd	acl	aux	aux:pass	ccomp	nsubj:pass	parataxis	xcomp
id_518230	ru	media	ref	20.666666666666668	0.011648745519713262	0.0	0.0	1.0185185185185186	0.0	0.037037037037037035	0.0	0.05555555555555555	0.05555555555555555	1.462962962962963	0.18518518518518517	0.5053763440860215	0.967409948542024	0.010752688172043012	0.2222222222222222	0.6352941176470588	0.03529411764705882	0.21176470588235294	0.27058823529411763	0.0	0.14814814814814814	0.3888888888888889	0.1111111111111111	0.018518518518518517	0.09259259259259259	0.018518518518518517	0.018518518518518517	0.12962962962962962	0.058823529411764705	0.0	0.3333333333333333	1.4074074074074074	0.3148148148148148	0.016129032258064516	0.8153846153846154	3.3641192183568656	1.0521334957998532	0.1	0.018518518518518517	0.018518518518518517	0.024691358024691357	0.06481481481481481	0.4	0.05864197530864197
en_Russia_rejoices	en	media	source	34.8421052631579	0.006797583081570997	0.0037764350453172208	0.0015105740181268882	0.8157894736842105	0.05263157894736842	0.34210526315789475	0.0	0.0	0.3157894736842105	2.5789473684210527	1.4210526315789473	0.37009063444108764	0.9979633401221996	0.006797583081570997	0.23684210526315788	0.6306306306306306	0.22522522522522523	0.04504504504504504	0.23423423423423423	0.0	0.3684210526315789	0.3684210526315789	0.07894736842105263	0.10526315789473684	0.0	0.18421052631578946	0.15789473684210525	0.13157894736842105	0.013422818791946308	0.03355704697986577	0.10526315789473684	1.7894736842105263	0.21052631578947367	0.009818731117824773	0.803921568627451	3.8144638615059026	1.5952925065959733	0.1524436090225564	0.2935463659147869	0.06942355889724312	0.06296992481203006	0.07036340852130327	0.06384711779448622	0.07687969924812031
en_110	en	media	source	25.71875	0.04860267314702309	0.002430133657351154	0.004860267314702308	0.90625	0.1875	0.40625	0.0	0.0	0.5625	1.34375	0.46875	0.44106925880923453	0.9705882352941176	0.004860267314702308	0.40625	0.7818181818181819	0.15454545454545454	0.00909090909090909	0.07272727272727272	0.03125	0.09375	0.9375	0.03125	0.125	0.0	0.09375	0.03125	0.0625	0.009433962264150943	0.018867924528301886	0.3125	2.272727272727273	0.18181818181818182	0.009720534629404616	0.5748031496062992	3.7540979097189453	1.665092595973611	0.1694805194805195	0.38427128427128426	0.035642135642135635	0.10916305916305916	0.01038961038961039	0.04220779220779221	0.09733044733044734
en_392	en	media	source	28.833333333333332	0.031791907514450865	0.002890173410404624	0.0	0.75	0.4166666666666667	0.6666666666666666	0.0	0.0	0.6666666666666666	1.4166666666666667	0.5833333333333334	0.4508670520231214	0.9629629629629629	0.005780346820809248	0.5833333333333334	0.7631578947368421	0.10526315789473684	0.0	0.18421052631578946	0.0	0.16666666666666666	0.3333333333333333	0.0	0.08333333333333333	0.0	0.08333333333333333	0.0	0.25	0.0	0.05	0.08333333333333333	2.3333333333333335	0.08333333333333333	0.017341040462427744	0.5833333333333334	3.7366556170165772	1.5937045102131089	0.0	0.3736111111111111	0.03333333333333333	0.05833333333333333	0.016666666666666666	0.016666666666666666	0.16805555555555554
en_500	en	media	source	28.783783783783782	0.005633802816901409	0.0018779342723004694	0.0009389671361502347	0.972972972972973	0.08108108108108109	0.21621621621621623	0.02702702702702703	0.0	0.43243243243243246	1.945945945945946	0.5675675675675675	0.4544600938967136	0.983739837398374	0.010328638497652582	0.2702702702702703	0.7628865979381443	0.12371134020618557	0.041237113402061855	0.17525773195876287	0.0	0.10810810810810811	0.32432432432432434	0.13513513513513514	0.05405405405405406	0.02702702702702703	0.08108108108108109	0.02702702702702703	0.13513513513513514	0.07633587786259542	0.030534351145038167	0.10810810810810811	1.15	0.375	0.007511737089201878	0.8508771929824561	3.7165817845758964	1.842164592814973	0.042499999999999996	0.5175	0.03208333333333333	0.0625	0.02583333333333333	0.020833333333333332	0.12374999999999999
en_Big_Russian	en	media	source	26.914285714285715	0.01592356687898089	0.0010615711252653928	0.0010615711252653928	0.5714285714285714	0.02857142857142857	0.08571428571428572	0.0	0.0	0.42857142857142855	1.7714285714285714	1.3142857142857143	0.3874734607218684	0.9707446808510638	0.004246284501061571	0.17142857142857143	0.7282608695652174	0.17391304347826086	0.05434782608695652	0.25	0.08571428571428572	0.08571428571428572	0.2571428571428571	0.14285714285714285	0.05714285714285714	0.08571428571428572	0.05714285714285714	0.05714285714285714	0.11428571428571428	0.018867924528301886	0.009433962264150943	0.2	1.2285714285714286	0.3142857142857143	0.013800424628450107	0.7878787878787878	3.734375983993201	1.7112963818946767	0.18190476190476193	0.2933333333333333	0.04023809523809523	0.14023809523809522	0.03452380952380952	0.02571428571428571	0.08404761904761904
en_213	en	media	source	25.3	0.0461133069828722	0.002635046113306983	0.003952569169960474	0.6	0.1	0.23333333333333334	0.0	0.0	0.5666666666666667	1.0	1.4666666666666666	0.36495388669301715	0.9685314685314685	0.013175230566534914	0.2	0.84	0.12	0.06666666666666667	0.04	0.0	0.16666666666666666	0.3333333333333333	0.03333333333333333	0.06666666666666667	0.0	0.16666666666666666	0.06666666666666667	0.03333333333333333	0.010752688172043012	0.03225806451612903	0.16666666666666666	1.5	0.26666666666666666	0.00922266139657444	0.5222222222222223	3.402425261759739	1.5725273653702796	0.1522222222222222	0.1961111111111111	0.0688888888888889	0.16777777777777778	0.05111111111111111	0.08555555555555557	0.07833333333333334
en_314	en	media	source	25.608695652173914	0.03904923599320883	0.004244482173174873	0.0050933786078098476	0.717391304347826	0.10869565217391304	0.21739130434782608	0.0	0.0	0.4782608695652174	1.3695652173913044	1.7391304347826086	0.4397283531409168	0.9847908745247148	0.008488964346349746	0.43478260869565216	0.7202797202797203	0.16083916083916083	0.11188811188811189	0.04195804195804196	0.0	0.30434782608695654	0.6956521739130435	0.08695652173913043	0.08695652173913043	0.043478260869565216	0.13043478260869565	0.30434782608695654	0.10869565217391304	0.01875	0.03125	0.21739130434782608	1.8297872340425532	0.2127659574468085	0.010186757215619695	0.6126760563380281	3.5067636746247923	1.66358564810692	0.14627659574468085	0.19237588652482265	0.09397163120567377	0.1558510638297872	0.06914893617021275	0.048581560283687944	0.16613475177304965
en_249	en	media	source	30.705882352941178	0.05172413793103448	0.016283524904214558	0.0009578544061302681	1.0294117647058822	0.058823529411764705	0.29411764705882354	0.0	0.0	0.47058823529411764	1.8529411764705883	1.8529411764705883	0.41475095785440613	0.9752252252252253	0.012452107279693486	0.23529411764705882	0.7321428571428571	0.07142857142857142	0.07142857142857142	0.05357142857142857	0.029411764705882353	0.11764705882352941	0.5294117647058824	0.11764705882352941	0.2647058823529412	0.029411764705882353	0.11764705882352941	0.058823529411764705	0.11764705882352941	0.022727272727272728	0.022727272727272728	0.11764705882352941	2.0294117647058822	0.14705882352941177	0.009578544061302681	0.5079365079365079	3.5831605547873635	1.7407509331186706	0.07808123249299719	0.26111111111111107	0.03688141923436041	0.04918300653594771	0.02626050420168067	0.06715686274509804	0.246031746031746
en_Submarine_dog_fight	en	media	source	23.482142857142858	0.01064638783269962	0.00532319391634981	0.0	0.625	0.0	0.08928571428571429	0.0	0.0	0.375	1.5178571428571428	0.9464285714285714	0.4022813688212928	0.9566003616636528	0.008365019011406844	0.21428571428571427	0.7314814814814815	0.05555555555555555	0.1111111111111111	0.12037037037037036	0.017857142857142856	0.21428571428571427	0.14285714285714285	0.07142857142857142	0.08928571428571429	0.0	0.10714285714285714	0.0	0.10714285714285714	0.09740259740259741	0.0	0.03571428571428571	0.8571428571428571	0.42857142857142855	0.003041825095057034	0.7692307692307693	3.315089440617943	1.756331711828342	0.15029761904761904	0.20208333333333334	0.13005952380952382	0.011904761904761904	0.08482142857142858	0.0625	0.07261904761904761
en_Two_Border_Cities	en	media	source	28.135593220338983	0.01566265060240964	0.0036144578313253013	0.0012048192771084338	1.0338983050847457	0.11864406779661017	0.3389830508474576	0.01694915254237288	0.0	0.3559322033898305	1.7966101694915255	1.6779661016949152	0.4126506024096386	0.9884559884559885	0.00963855421686747	0.06779661016949153	0.7228915662650602	0.14457831325301204	0.0963855421686747	0.15060240963855423	0.03389830508474576	0.13559322033898305	0.3389830508474576	0.06779661016949153	0.05084745762711865	0.05084745762711865	0.13559322033898305	0.0847457627118644	0.2033898305084746	0.058823529411764705	0.029411764705882353	0.1694915254237288	1.5932203389830508	0.3050847457627119	0.007228915662650603	0.7247191011235955	3.6034588518691972	1.6440580231434883	0.17090395480225987	0.13071025020177562	0.0608958837772397	0.12728006456820015	0.052824858757062144	0.05988700564971751	0.12631154156577884
en_189	en	media	source	23.2	0.032327586206896554	0.0	0.0021551724137931034	0.625	0.1	0.3	0.025	0.0	0.625	1.55	0.95	0.41594827586206895	0.9796954314720813	0.010775862068965518	0.25	0.9080459770114943	0.13793103448275862	0.04597701149425287	0.14942528735632185	0.05	0.2	0.525	0.075	0.125	0.075	0.05	0.1	0.1	0.08333333333333333	0.022727272727272728	0.225	1.55	0.275	0.004310344827586207	0.6363636363636364	3.3712187489166303	1.6591078553190104	0.0925	0.18208333333333332	0.08	0.059166666666666666	0.07583333333333334	0.07083333333333333	0.08958333333333332
ru_115	ru	media	pro	17.918032786885245	0.01555352241537054	0.0054894784995425435	0.0009149130832570906	0.39344262295081966	0.03278688524590164	0.2459016393442623	0.03278688524590164	0.13114754098360656	0.06557377049180328	1.2622950819672132	1.1311475409836065	0.4730100640439158	0.9736346516007532	0.0036596523330283625	0.09836065573770492	0.7313432835820896	0.08955223880597014	0.12686567164179105	0.12686567164179105	0.0	0.08196721311475409	0.5081967213114754	0.06557377049180328	0.11475409836065574	0.04918032786885246	0.09836065573770492	0.08196721311475409	0.06557377049180328	0.03205128205128205	0.00641025641025641	0.3442622950819672	1.2459016393442623	0.3114754098360656	0.01463860933211345	0.6928571428571428	3.6822541649865066	1.1013855726953876	0.14453551912568305	0.06284153005464481	0.03825136612021857	0.13524590163934427	0.0	0.09999999999999999	0.12568306010928962
ru_Want_to_move	ru	media	pro	24.213333333333335	0.023127753303964757	0.0022026431718061676	0.0005506607929515419	0.9466666666666667	0.08	0.22666666666666666	0.02666666666666667	0.14666666666666667	0.08	2.1466666666666665	0.6133333333333333	0.4900881057268722	0.9801762114537445	0.013215859030837005	0.2	0.700507614213198	0.14720812182741116	0.08629441624365482	0.1319796954314721	0.0	0.06666666666666667	0.3466666666666667	0.13333333333333333	0.10666666666666667	0.08	0.02666666666666667	0.05333333333333334	0.05333333333333334	0.061016949152542375	0.01694915254237288	0.10666666666666667	1.8133333333333332	0.24	0.016519823788546256	0.6565656565656566	3.9434546354494135	1.4166602018266783	0.10111111111111111	0.0	0.0	0.056	0.017777777777777778	0.3611111111111111	0.184
ru_Big_Russian	ru	media	pro	25.147058823529413	0.017543859649122806	0.008187134502923977	0.0	0.5882352941176471	0.0	0.08823529411764706	0.0	0.11764705882352941	0.029411764705882353	2.676470588235294	1.3235294117647058	0.4994152046783626	0.9682539682539683	0.007017543859649123	0.11764705882352941	0.6526315789473685	0.17894736842105263	0.11578947368421053	0.12631578947368421	0.0	0.08823529411764706	0.5588235294117647	0.14705882352941177	0.14705882352941177	0.08823529411764706	0.08823529411764706	0.029411764705882353	0.08823529411764706	0.023076923076923078	0.0	0.17647058823529413	1.5588235294117647	0.3235294117647059	0.017543859649122806	0.8064516129032258	4.181475383170488	1.3635940970902012	0.16666666666666666	0.014705882352941176	0.014705882352941176	0.10049019607843136	0.0	0.1642156862745098	0.2156862745098039
ru_340	ru	media	pro	23.557377049180328	0.04244954766875435	0.0006958942240779402	0.0027835768963117608	0.7377049180327869	0.16393442622950818	0.16393442622950818	0.06557377049180328	0.18032786885245902	0.14754098360655737	1.7868852459016393	1.0819672131147542	0.47738343771746694	0.978601997146933	0.008350730688935281	0.11475409836065574	0.6777777777777778	0.16666666666666666	0.1111111111111111	0.07777777777777778	0.01639344262295082	0.09836065573770492	0.6721311475409836	0.14754098360655737	0.11475409836065574	0.13114754098360656	0.13114754098360656	0.01639344262295082	0.06557377049180328	0.049107142857142856	0.013392857142857142	0.2459016393442623	2.0	0.11475409836065574	0.018789144050104383	0.7291666666666666	3.870356763131766	1.3926544380812755	0.17486338797814208	0.045081967213114756	0.00819672131147541	0.07923497267759562	0.020491803278688523	0.37431693989071035	0.16666666666666666
ru_Red_sparrow	ru	media	pro	17.936842105263157	0.056924882629107984	0.007629107981220657	0.004107981220657277	0.7052631578947368	0.15789473684210525	0.25263157894736843	0.07368421052631578	0.042105263157894736	0.042105263157894736	1.2736842105263158	0.3368421052631579	0.4536384976525822	0.9974193548387097	0.005868544600938967	0.1368421052631579	0.7347826086956522	0.14782608695652175	0.06086956521739131	0.06956521739130435	0.0	0.11578947368421053	0.6	0.042105263157894736	0.08421052631578947	0.07368421052631578	0.05263157894736842	0.05263157894736842	0.07368421052631578	0.008888888888888889	0.017777777777777778	0.17894736842105263	1.3894736842105264	0.3157894736842105	0.011737089201877934	0.5358649789029536	3.468232836551498	1.0519862438587515	0.054385964912280704	0.024561403508771926	0.010526315789473684	0.10087719298245613	0.03684210526315789	0.20438596491228067	0.2
ru_173	ru	media	pro	23.22222222222222	0.063264221158958	0.012227538543328018	0.004253056884635832	0.5802469135802469	0.1111111111111111	0.24691358024691357	0.1111111111111111	0.08641975308641975	0.1728395061728395	1.4938271604938271	1.9135802469135803	0.4688995215311005	0.9910112359550561	0.009037745879851143	0.1111111111111111	0.74609375	0.1171875	0.1328125	0.14453125	0.0	0.20987654320987653	0.7283950617283951	0.024691358024691357	0.037037037037037035	0.06172839506172839	0.06172839506172839	0.16049382716049382	0.12345679012345678	0.021739130434782608	0.004347826086956522	0.30864197530864196	1.8641975308641976	0.20987654320987653	0.01063264221158958	0.5263157894736842	3.7821247591482026	1.3167933413674144	0.17222222222222222	0.013786008230452675	0.05144032921810699	0.1228395061728395	0.03847736625514403	0.1639917695473251	0.17798353909465017
ru_Ryan_Zinke_Naval_blockade_is_an_option_for_dealing_with_Russia	ru	media	pro	26.333333333333332	0.043037974683544304	0.007594936708860759	0.0	0.5333333333333333	0.06666666666666667	0.2	0.06666666666666667	0.0	0.06666666666666667	1.6	1.2666666666666666	0.43544303797468353	0.9885057471264368	0.002531645569620253	0.13333333333333333	0.6153846153846154	0.28846153846153844	0.07692307692307693	0.11538461538461539	0.0	0.13333333333333333	1.1333333333333333	0.0	0.0	0.2	0.0	0.13333333333333333	0.0	0.0	0.02702702702702703	0.13333333333333333	2.066666666666667	0.06666666666666667	0.010126582278481013	0.7169811320754716	4.052402340061664	1.246625481162315	0.016666666666666666	0.08333333333333333	0.016666666666666666	0.23	0.013333333333333334	0.31333333333333335	0.19333333333333333
ru_4	ru	media	pro	18.71794871794872	0.01643835616438356	0.00410958904109589	0.0	0.6923076923076923	0.10256410256410256	0.1794871794871795	0.07692307692307693	0.0	0.02564102564102564	1.4871794871794872	0.6153846153846154	0.5041095890410959	0.9919137466307277	0.00410958904109589	0.1282051282051282	0.7283950617283951	0.1728395061728395	0.024691358024691357	0.3950617283950617	0.0	0.20512820512820512	0.28205128205128205	0.15384615384615385	0.02564102564102564	0.02564102564102564	0.10256410256410256	0.05128205128205128	0.05128205128205128	0.029411764705882353	0.00980392156862745	0.15384615384615385	1.1538461538461537	0.2564102564102564	0.0136986301369863	0.7849462365591398	3.5258116731381595	1.069814310585664	0.07692307692307693	0.0	0.01282051282051282	0.02564102564102564	0.03205128205128205	0.4423076923076923	0.1282051282051282
ru_363	ru	media	pro	19.32051282051282	0.0418049104180491	0.011944260119442602	0.0033178500331785005	0.7692307692307693	0.0641025641025641	0.14102564102564102	0.0641025641025641	0.10256410256410256	0.07692307692307693	1.1153846153846154	0.8205128205128205	0.4558725945587259	0.9856527977044476	0.0046449900464499	0.16666666666666666	0.6421568627450981	0.25	0.06372549019607843	0.14705882352941177	0.0	0.08974358974358974	0.5897435897435898	0.07692307692307693	0.07692307692307693	0.05128205128205128	0.01282051282051282	0.01282051282051282	0.02564102564102564	0.062146892655367235	0.005649717514124294	0.15384615384615385	1.4871794871794872	0.19230769230769232	0.0112806901128069	0.6084656084656085	3.549654818895642	1.2398696692584603	0.1485042735042735	0.04401709401709401	0.01282051282051282	0.1111111111111111	0.00641025641025641	0.26752136752136746	0.19166666666666665
ru_3	ru	media	pro	20.647058823529413	0.03133903133903134	0.012345679012345678	0.002849002849002849	0.7058823529411765	0.058823529411764705	0.19607843137254902	0.0196078431372549	0.09803921568627451	0.0392156862745098	1.5098039215686274	1.3725490196078431	0.5137701804368471	0.996316758747698	0.008547008547008548	0.058823529411764705	0.75	0.140625	0.1015625	0.125	0.0	0.0196078431372549	0.47058823529411764	0.17647058823529413	0.13725490196078433	0.11764705882352941	0.0784313725490196	0.11764705882352941	0.0196078431372549	0.06832298136645963	0.037267080745341616	0.29411764705882354	1.5098039215686274	0.2549019607843137	0.013295346628679962	0.6666666666666666	3.808558149420529	1.2908686876717048	0.23366013071895428	0.00980392156862745	0.0	0.14705882352941177	0.0196078431372549	0.21895424836601307	0.13562091503267973
ru_61	ru	media	pro	25.513513513513512	0.03072033898305085	0.006355932203389831	0.0	0.918918918918919	0.02702702702702703	0.16216216216216217	0.02702702702702703	0.1891891891891892	0.10810810810810811	2.324324324324324	0.9459459459459459	0.4555084745762712	1.0	0.007415254237288136	0.2702702702702703	0.5686274509803921	0.22549019607843138	0.11764705882352941	0.1568627450980392	0.0	0.08108108108108109	0.8648648648648649	0.08108108108108109	0.1891891891891892	0.02702702702702703	0.16216216216216217	0.1891891891891892	0.05405405405405406	0.019867549668874173	0.006622516556291391	0.4864864864864865	2.081081081081081	0.10810810810810811	0.018008474576271187	0.6979166666666666	4.024060231420426	1.3275082547710615	0.2216216216216216	0.07387387387387387	0.0	0.04819819819819819	0.033783783783783786	0.20945945945945946	0.25090090090090084
2008_ece_ces_ge_30_2008_5	ru	official	ref	35.095238095238095	0.0006784260515603799	0.0006784260515603799	0.0	1.6428571428571428	0.047619047619047616	0.0	0.0	0.047619047619047616	0.023809523809523808	5.0476190476190474	1.6428571428571428	0.5617367706919946	0.9118942731277533	0.0020352781546811396	0.0	0.5434782608695652	0.05434782608695652	0.11956521739130435	1.0978260869565217	0.023809523809523808	0.6904761904761905	0.14285714285714285	0.30952380952380953	0.0	0.07142857142857142	0.047619047619047616	0.0	0.023809523809523808	0.004329004329004329	0.0	0.047619047619047616	0.9285714285714286	0.42857142857142855	0.007462686567164179	0.9827586206896551	5.021445960469931	1.3486596368294854	0.16468253968253968	0.0	0.2682539682539683	0.0	0.14761904761904762	0.1634920634920635	0.041666666666666664
2003_ces_ac_49_2003_7	ru	official	ref	22.8876404494382	0.010800196367206676	0.0019636720667648502	0.0	0.797752808988764	0.0449438202247191	0.14606741573033707	0.011235955056179775	0.0449438202247191	0.0449438202247191	2.4831460674157304	0.47191011235955055	0.5797741777123221	0.9463141025641025	0.008345606283750613	0.29213483146067415	0.5665024630541872	0.08374384236453201	0.16748768472906403	0.4729064039408867	0.011235955056179775	0.48314606741573035	0.2808988764044944	0.20224719101123595	0.0449438202247191	0.033707865168539325	0.011235955056179775	0.011235955056179775	0.011235955056179775	0.015822784810126583	0.03164556962025317	0.10112359550561797	1.3370786516853932	0.3146067415730337	0.020618556701030927	0.8734177215189873	4.087831786086285	1.0314192318244457	0.18539325842696625	0.009363295880149811	0.045692883895131084	0.04868913857677902	0.19794007490636706	0.12715355805243445	0.1385767790262172
